,WT
465,0.936330288074675
466,1.11088607330631
467,0.8870722705125809
468,0.867731959624427
469,1.0160345383520402
470,1.0367449930327601
471,3.18839479442779
472,0.9761024412411159
473,0.8100200535195949
474,0.8517052788981629
475,1.29623701626093
476,1.5242324426677298
477,1.3292193830735
478,1.5348963070700201
479,0.857421621109162
480,0.8136477035913691
481,0.772538058806391
482,1.93515181841741
483,1.20587604781256
484,1.2668771642789098
485,1.3661051217545601
486,0.891775741798191
487,1.08407574496755
488,0.7509115873956179
489,2.27287533889679
490,0.8445378941756949
491,0.958485744503004
492,1.26035791162464
493,0.8133810342346101
494,0.827657908356172
495,1.9540188145525401
496,1.07292951139414
497,1.32233690393724
498,1.00034071929085
499,1.10444063361323
500,0.994461621280389
501,0.846749696212033
502,1.08167354600897
503,1.09231346330815
504,1.07040833728327
505,0.9324444166741841
506,0.7640184706296709
507,1.2490801262048201
508,1.0331678314692099
509,0.9389970647026551
510,1.1951032486805702
511,1.2467698732939798
512,0.8974775027298559
513,0.9053838611993341
514,0.929543966017513
515,1.18573428076095
516,0.997025773744782
517,0.8218165713789641
518,0.944599752262274
519,0.994750748579265
520,0.8819083032357671
521,1.0971425041204101
522,0.7618627375857641
523,1.22866700909595
524,0.844477461537091
525,1.10076966989258
526,1.09590202963902
527,0.9401721263033509
528,0.9795550092082981
529,0.95852956033926
530,0.987862047415836
531,0.9934210114421139
532,0.9463659281762521
533,1.08850311253888
534,1.1482891361695602
535,0.891935191012135
536,0.9512060472859979
537,0.995698330469971
538,1.45198411081806
539,0.7615579909414009
540,0.8935401539060139
541,0.9658471257847099
542,0.9051704265817591
543,1.1821821508236598
544,0.9631358343592891
545,0.9400633614561831
546,0.9823879701317951
547,0.842458179813641
548,0.8143320363738149
549,1.32784542275498
550,2.01891260549476
551,0.793203586796011
552,0.7728699510700351
553,0.809204691921502
554,0.7419531991433579
555,1.13327610829382
556,1.0817565504486801
557,0.920249560599612
558,1.0837200909206701
559,1.02164740246146
560,1.16782480757823
561,1.15912551147242
562,1.16515043105405
563,0.8807071950453779
564,1.20335097040019
565,0.9748594304213059
566,1.26650017779293
567,1.4618641618307502
568,1.06134450392105
569,1.81520048013266
570,1.10209245950417
571,1.4594256434749198
572,0.999062724370123
573,2.1817443077510803
574,2.59346352050227
575,1.4785690577583999
576,2.6633730983642203
577,1.11885779378874
578,0.998469197832768
579,0.85598932064696
580,1.4196806782678202
581,1.31748477348827
582,1.0241948319723002
583,1.1984078998576202
584,1.1695134078825902
585,0.8120313390928221
586,0.9581811269371441
587,1.3396816886321699
588,2.05305984525058
589,1.99832927267547
590,1.10849197169327
591,0.8246897668710509
592,1.28033864426532
593,1.2606431054020102
594,1.2992307905917
595,1.0385880989801601
596,1.20971207580415
597,0.916854407300302
598,0.967910723776287
599,1.2348585555443798
600,1.91185228552286
601,1.3535141598331601
602,1.5478329752713098
603,0.866823774681058
604,1.13226192988198
605,1.6278355353432
606,1.56521509144564
607,0.9081486084120319
608,1.3095525105694699
609,1.2603051860402
610,1.11900095954926
611,1.17775893043405
612,1.4134526558876002
613,1.08654270338611
614,0.722588046930968
615,1.06829772435779
616,0.8361660399583509
617,1.04091822629427
618,1.22976981814201
619,1.17187703767076
620,2.56344486907295
621,1.30965279768557
622,0.922343612471995
623,1.5950298713992501
624,1.04933617310223
625,1.4399063660255802
626,1.07684153329658
627,1.78807989529268
628,1.00127068540403
629,1.36251630201118
630,1.1789578273864398
631,1.6957776740405
632,1.67016401140493
633,1.02997740447587
634,0.916530227878124
635,1.14366572620734
636,1.3592391511621897
637,1.2167981697466899
638,0.8038852111549408
639,0.80236489479791
640,2.4688239908719103
641,1.31395796559451
642,1.35709550630517
643,0.9011608197275729
644,0.7202000166042991
645,1.15076939488881
646,1.9537439861141002
647,1.69726483893766
648,1.06238212528837
649,1.1010011023858999
650,1.4909821496474298
651,1.3977980710749998
652,1.54162530767245
653,1.5145990051516798
654,1.7185647355094702
655,1.3516884364639599
656,1.1800487477763402
657,1.0983838466006899
658,1.4491527942526699
659,0.768363557827994
660,0.8670688800291501
661,1.45053104990978
662,1.2685731821383202
663,1.7866078758358401
664,1.2172400262237801
665,1.0106896574677
666,0.9862691191528492
667,1.38903512412537
668,2.04410245129375
669,0.8288417094816841
670,0.6994556866707321
671,1.05484584709854
672,0.8838536852574208
673,1.0689954386365301
674,1.3548302338758103
675,0.996469432389177
676,0.808999805430579
677,1.37616224236402
678,1.56685924342855
679,2.4910235690018703
680,0.7730636884156591
681,0.9056904946399179
682,0.7657605843366491
683,1.00645854500715
684,0.982731331062408
685,1.37014042317303
686,0.975259062283583
687,1.8293901061054298
688,1.25430236584807
689,1.2050254721942601
690,1.02871337297094
691,0.894879215822394
692,1.2069636379908601
693,1.3790232719226998
694,1.0510559341644399
695,1.4267015245846
696,0.970541653171915
697,0.793491708998521
698,2.12025436197312
699,1.22341860443881
700,0.8657745954897501
701,0.7998520323803249
702,0.9074482278718279
703,1.58371092964765
704,1.55093962281059
705,1.6203331523761397
706,1.3569160582238702
707,0.993364323810115
708,1.70737278692738
709,1.17575707607293
710,1.26176499655673
711,0.824161365631237
712,1.790419270987
713,1.09247048164147
714,0.8842191116850029
715,1.4868363201269599
716,0.8834813788235121
717,1.12820807033627
718,2.95522443824029
719,0.971233758718053
720,1.1485933878026
721,1.53152502622471
722,0.8353007761854059
723,1.92640669098243
724,0.8280041025983108
725,0.794304332888647
726,1.5367263263479998
727,0.886664586414366
728,1.3804409591066997
729,1.24636411049177
730,1.1317637040986699
731,1.81739975111691
732,1.12623794206127
733,1.3369606940804801
734,0.903971798484838
735,0.9349980023712209
736,1.7480022091798701
737,0.957896576602003
738,1.3629951636304298
739,0.890593440675569
740,6.99989566570986
741,0.856066148323433
742,1.15403143820521
743,0.7750853614731128
744,0.9503969785361078
745,1.2138892953525802
746,1.28213097783743
747,1.0223679271608899
748,0.9095236355013341
749,1.22175759935885
750,0.9030401471956571
751,0.8397891944472291
752,0.971746831846101
753,1.29222958477753
754,2.0526414143038503
755,0.9715441747104009
756,1.49217854220249
757,0.8434566921732
758,1.01697917920826
759,1.0963905836288002
760,0.9870752784564351
761,0.8577071314771679
762,0.733238212097764
763,1.08238521852025
764,0.9948831952560909
765,1.1837825634189298
766,0.916466911871876
767,1.27524208014553
768,0.792621934432437
769,0.8477160537305559
770,0.960647635621386
771,0.76361916378377
772,1.09021008393364
773,0.859960038501803
774,0.8055473877544209
775,0.8825942870571579
776,1.40256744835565
777,1.20714875304491
778,0.907386160228437
779,1.4322397760375198
780,0.9083480988804309
781,1.40641016300435
782,0.84365260915991
783,1.7405146626246002
784,0.819974291055775
785,1.06115409749952
786,1.10132842791378
787,1.00648371848165
788,1.2013482272976899
789,1.24617485522155
790,0.927098445427835
791,0.9116968740907959
792,1.44705577009388
793,0.823145310821784
794,1.3676150810589298
795,0.8220928018179399
796,1.08560295616135
797,1.48956342146525
798,1.42864199442942
799,0.8312188164960571
800,1.31144824267875
801,0.8580186735126341
802,2.07431520935004
803,1.20156153257142
804,0.9489366337450609
805,0.7785377843295179
806,1.07679677397835
807,0.9260424508926809
808,1.49589035754209
809,1.56973525543555
810,0.8915359880230691
811,0.951032660473751
812,1.02856967115398
813,1.98442656903821
814,0.9670207514774258
815,0.763346637674468
816,1.2374516906783002
817,1.17950611069039
818,0.7172585186417909
819,0.9538861446215171
820,1.53992291686407
821,0.891865491491824
822,0.9290741387529909
823,1.09479488091527
824,1.01028749516672
825,1.08515126222618
826,0.858163627740975
827,1.04039279201022
828,1.58167778901469
829,0.9918448944584849
830,1.54912547661449
831,0.8165704296521229
832,0.9420799694426141
833,0.9633619854197809
834,1.07845230170459
835,0.905059381081547
836,1.00260205116751
837,0.8124077135484742
838,0.828469480868413
839,0.883285059872377
840,1.2151603087491
841,1.6436921706788301
842,0.932641462311973
843,0.7095966091838171
844,1.5491877169759598
845,0.7331913822352679
846,0.759760293167962
847,0.987162851856427
848,1.23376227173482
849,1.4456173816227
850,1.4495808695246801
851,0.9323005693630458
852,0.9528784273434209
853,0.967670941705777
854,0.847003793033596
855,0.9162954746095671
856,1.02568668821251
857,1.07166789383291
858,0.7955088314402579
859,0.94734301049712
860,1.69008807111952
861,0.877600958594678
862,0.777090103782966
863,0.7850346411441099
864,1.25183465434098
865,0.7381183170982729
866,0.7067112776658749
867,1.07643491711147
868,0.646560298248562
869,1.1323823794095702
870,0.928103842568823
871,0.83554965278762
872,1.05997657924193
873,0.860010625638853
874,1.0608053085097
875,1.14849258042496
876,0.768081022307525
877,0.8191288536994591
878,1.2339791672908602
879,1.02836148679958
880,0.8409004707460139
881,0.862445750138274
882,0.778787495674021
883,1.11562601497972
884,0.878179707388728
885,0.9714890576477909
886,0.951389454639456
887,0.7966575279587491
888,0.8927329917526681
889,1.29786986543589
890,0.857213227300784
891,0.8539322389297651
892,0.9076024328939579
893,1.88735224853783
894,0.9233212929174979
895,0.8430571199621371
896,1.0808040121172902
897,0.7746488142109291
898,0.983568697345197
899,0.81526398135895
900,0.889024747556465
901,0.9146059075864191
902,1.04935556372537
903,0.77516501273725
904,1.1026988317250301
905,0.966285189723475
906,0.71525884431669
907,1.5609548601799599
908,0.9517677733488391
909,1.0776520508721
910,1.1260161566382398
911,1.31671087093778
912,1.04027951965281
913,0.959421987170488
914,0.7487268540725991
915,1.2464260230063
916,1.27536005150977
917,1.3281456209366
918,1.1549806480743998
919,1.03917303212633
920,1.4831363269182802
921,1.1918855315134198
922,0.70023607606031
923,1.3505340666991699
924,1.07916673128404
925,1.3501058859797799
926,0.7833743881913
927,0.9690725625860078
928,1.6329511935301
929,0.791670370818825
930,0.8404921284426221
931,1.9585830778059798
932,0.86591871926137
933,0.8407717574347779
934,1.12998020951332
935,1.02048263424444
936,1.08431172710462
937,0.729623409542872
938,1.0414127319131001
939,1.2864307880146202
940,1.1565531378071598
941,1.15438147487352
942,0.9987251628772309
943,1.5635215923384198
944,0.9021548521112809
945,1.19554150359258
946,1.1104213120036799
947,0.8541622692413491
948,0.7270623306899999
949,0.852806063420565
950,1.23494234552295
951,0.7499228289908259
952,2.40051019934153
953,0.919645342018808
954,0.8746592216662391
955,1.28491314021352
956,1.05217470757107
957,1.00930577504779
958,1.9869532830071002
959,0.9720466538081619
960,0.7994897198655121
961,1.08573791506216
962,1.58238297258293
963,1.0151443348684002
964,0.8184299740870759
965,0.9993925212991179
966,4.39639315692856
967,0.838440907261655
968,1.05095812699519
969,6.0200288617631195
970,0.891789682104547
971,1.5428748334082698
972,1.01612908249356
973,1.33964816392049
974,1.36664275553888
975,0.996220531320438
976,1.07556437906786
977,0.9890086422491491
978,1.4798674521285502
979,0.900246890824115
980,1.14677539499796
981,1.15063803433362
982,0.8673795828294009
983,1.12699708706898
984,1.24635375772766
985,1.0309211108896
986,1.34187836631321
987,0.8766441073729109
988,3.4371665803000497
989,2.16009827580559
990,0.837087298484372
991,0.8254461902459829
992,1.57685179125168
993,1.1774400960511398
994,1.59956401508821
995,0.9270846601505391
996,0.992246010271061
997,1.0030503000036501
998,0.941927632896297
999,0.8735359015028
1000,1.3000615371450401
1001,0.785817958928377
1002,0.875336349056558
1003,0.8940943749890471
1004,1.2463063356402
1005,1.1603292571731698
1006,0.972279434537337
1007,1.6752334017007802
1008,0.9948815754017549
1009,1.4190243074630902
1010,1.29755253834795
1011,0.9305742973577371
1012,0.996739372034729
1013,0.9650183782773142
1014,0.838456691495264
1015,0.8345297374300401
1016,0.7470566956334008
1017,0.952031242770991
1018,1.5267332987956899
1019,1.22716190182172
1020,0.8601137544765151
1021,0.9324615188360541
1022,1.18134537933099
1023,1.03230435492386
1024,1.24473611548653
1025,0.873540661695818
1026,1.010452420274
1027,1.32709414039746
1028,1.0515529583863001
1029,0.706186868440865
1030,1.4805226529482902
1031,0.905249220763139
1032,0.799346963806165
1033,1.12885316064608
1034,0.828639774073678
1035,1.45014798613946
1036,0.971272396528677
1037,0.961775659310035
1038,1.01594143665955
1039,1.34368852689532
1040,1.05555914992275
1041,1.155267375147
1042,1.01957869920861
1043,1.3828859840166297
1044,1.37042358573791
1045,1.1381953318137
1046,1.0900195412486702
1047,1.2244411368245902
1048,1.0642563820850999
1049,0.882136292707582
1050,0.9419797720111321
1051,0.90361447747723
1052,0.9844468748480749
1053,1.46924188690139
1054,1.2407345306706201
1055,1.05399873597445
1056,0.823815560327616
1057,1.27315022156721
1058,1.25184016968783
1059,1.04163311349652
1060,0.8244220458214221
1061,0.931589744737034
1062,1.12570909208619
1063,0.831207640228635
1064,0.7875838226638829
1065,1.21454617951796
1066,0.8996813244066579
1067,0.735914016061869
1068,1.05886281846245
1069,0.91904754252663
1070,0.928001611785384
1071,1.3330876674233798
1072,1.0575720108952098
1073,0.9954206301296
1074,1.51437755608152
1075,0.970612411881547
1076,0.861432891615327
1077,0.8110907739646559
1078,0.903547213137982
1079,2.6030960357788797
1080,0.956468618103136
1081,1.1472085905123999
1082,1.14023228949309
1083,0.7533752250557241
1084,0.875054522564746
1085,1.29793879345772
1086,0.9415260009343399
1087,1.52296687896525
1088,1.13682570453329
1089,1.17733297949815
1090,0.832035189188322
1091,1.5486657176024101
1092,0.6967631781274809
1093,1.05501208424762
1094,0.981822220864042
1095,1.3337471596753798
1096,0.745096435259533
1097,1.18842979558732
1098,0.914873448234767
1099,0.949188393945995
1100,1.8043695579700199
1101,0.76690283149313
1102,0.961702201275364
1103,0.801380756722506
1104,0.7125271446561071
1105,0.8544224441583109
1106,0.8789997307439491
1107,0.9015568131391801
1108,0.8581870879185342
1109,0.8780767392307509
1110,1.0040236351024499
1111,1.03626118545148
1112,0.9517600240477951
1113,1.3463942942533897
1114,0.9563926549960491
1115,1.4787185761520099
1116,0.8192751349851859
1117,1.4539333485877701
1118,0.855014783521695
1119,1.67492174152437
1120,0.8893166734917751
1121,0.922737664887773
1122,1.80933573913094
1123,0.9291367802551159
1124,0.9898267935618129
1125,0.945326704630152
1126,0.822111817449725
1127,0.704962890704284
1128,1.05518358637198
1129,0.639912299086584
1130,1.17922796859367
1131,1.10395302868016
1132,0.955689231782058
1133,0.655534421283116
1134,0.786865850224117
1135,0.8973800710267109
1136,1.08265154679782
1137,1.09465834827473
1138,0.761390769358383
1139,1.02520033086849
1140,0.763060126977889
1141,0.948910448870932
1142,0.987239227144251
1143,0.8129653838061179
1144,0.9525532328088671
1145,0.816044228743492
1146,0.805504145945515
1147,0.7531503690834791
1148,0.9542808938366841
1149,0.862326217763497
1150,0.967998205624662
1151,1.25818334262328
1152,2.95027092170326
1153,0.767893299283295
1154,0.985659998226607
1155,0.720015122511625
1156,1.02062480966885
1157,0.795929829957014
1158,0.8699713261311279
1159,1.04778232089481
1160,1.2197162707826699
1161,1.17912003802457
1162,1.29417555111459
1163,0.759085800207761
1164,1.29969653282931
1165,1.49106211309939
1166,0.9307437751803058
1167,0.660326319737915
1168,0.7160128043976329
1169,0.8809677253955279
1170,0.9075819973950009
1171,0.90778108238178
1172,0.8989590424188009
1173,0.9562759320836429
1174,0.952050098190856
1175,0.8709275642899179
1176,0.9615634087828141
1177,0.7567519823997509
1178,1.03321151946369
1179,1.82797965357081
1180,0.8122056833865521
1181,0.9272079462284821
1182,0.808822532533894
1183,1.2256279267736299
1184,0.752795176610418
1185,0.8183985481063258
1186,0.957581250110728
1187,0.8199627371474009
1188,0.750825133469419
1189,0.834646058757376
1190,0.734995342855333
1191,0.697628169536388
1192,0.9709896846586309
1193,0.907508488673352
1194,1.05737602668177
1195,1.7084634374053502
1196,1.51596875629208
1197,1.00869387149912
1198,0.9117565365767559
1199,0.8286519511091809
1200,1.8130040425226202
1201,0.808180104017999
1202,0.968178125935577
1203,1.18238754878235
1204,1.1066349771655701
1205,0.9038269301868941
1206,1.08203971630071
1207,1.01402135733557
1208,1.19130750414873
1209,0.7397018767045909
1210,0.7598178845914709
1211,1.8137370101236798
1212,0.713038027153384
1213,0.9315762322005721
1214,0.78079794094521
1215,1.0654772384411302
1216,1.5712922593194198
1217,0.821886721159138
1218,0.7552965959616591
1219,1.07610645025554
1220,0.946535115379478
1221,1.44476815127152
1222,1.06239610240991
1223,1.93253311639122
1224,0.964450876263822
1225,1.27304366396289
1226,1.08390711558299
1227,0.906805088656277
1228,1.41707379621398
1229,1.25448903073367
1230,0.977401604068141
1231,1.07547987039134
1232,0.9245859064751941
1233,0.8949358870855358
1234,1.12863062720585
1235,1.05224412482151
1236,0.9396051087276239
1237,1.22526816301428
1238,1.2769993053647901
1239,1.1715330020197299
1240,0.846561117094533
1241,1.87600842443232
1242,0.7245571293445051
1243,1.02213903962633
1244,1.0284872370093399
1245,2.20367916614376
1246,0.9048912600047159
1247,0.8548503818067809
1248,0.85832867881401
1249,1.1321618160333402
1250,1.17840356191941
1251,1.2462312706575
1252,2.18757527071538
1253,0.899889483044136
1254,0.921505801005178
1255,0.9170269892224491
1256,1.01867142405952
1257,1.26247311391378
1258,0.8337130567633649
1259,0.7936217430614408
1260,1.14040649638361
1261,1.3577009993970302
1262,1.1209362377937901
1263,0.846012855776039
1264,0.9654263334781921
1265,0.8437663297634309
1266,0.747956363543621
1267,0.809288806430912
1268,1.24103479083888
1269,0.9401927425824559
1270,0.961994749374848
1271,1.01139704242246
1272,1.0988393346599898
1273,0.892400518634363
1274,0.878572868294645
1275,1.11219368475307
1276,0.9563451564454549
1277,1.17906336563135
1278,0.905042201470612
1279,1.13587950414358
1280,0.914375159017101
1281,2.72446134587937
1282,0.8276199813525179
1283,0.960368540466565
1284,0.889835065991085
1285,1.6819832387343898
1286,1.12430149457049
1287,0.8524295260249649
1288,1.1514340483471799
1289,1.5078346338639
1290,1.28978284657267
1291,0.8132286074255609
1292,0.699485958741845
1293,0.8072025447214191
1294,1.65113492665262
1295,0.937761290478342
1296,1.04183061297864
1297,0.918733134747072
1298,1.47686554847921
1299,0.832035434548116
1300,0.8082902835010859
1301,0.846995118769132
1302,0.7940045653251461
1303,0.913077639320698
1304,0.9137872291150841
1305,1.00641738525895
1306,0.834452861349978
1307,1.0616996246905699
1308,1.21475508787403
1309,0.7039527727480089
1310,0.669386044325506
1311,0.9534212765393529
1312,1.0376955563794499
